scenario,country,sector,variable,variable_unit,year,emissions_MtCO2e
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2032,8.851331144139836
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2033,8.392506263851535
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2034,8.018871489497007
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2035,7.683547924827446
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2036,7.419830544702868
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2037,6.991919770897538
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2038,6.482370687855326
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2039,5.91590189090523
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2040,5.357524310740452
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2041,4.452904151685464
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2042,3.708481488475011
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2043,3.222989355627085
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2044,2.755529969950803
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2045,2.148201498536892
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2046,1.786840333672265
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2047,1.467677517609701
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2048,1.110943377478069
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2049,0.6707008138830837
Balanced Pathway,United Kingdom,Shipping,Emissions: direct emissions total,MtCO2e,2050,0.5074981326718486
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2025,99.12272664305519
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2026,94.00545196720526
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2027,88.46829694145109
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2028,81.9631670476133
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2029,75.54235046364245
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2030,68.55089525927193
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2031,62.00366564071578
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2032,55.49538901005911
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2033,49.35226948036563
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2034,43.29431972460326
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2035,36.9826117147182
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2036,31.70591627163367
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2037,26.91955426062552
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2038,22.56536583866087
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2039,18.61995627199961
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2040,14.86378564829454
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2041,11.69090865447991
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2042,9.037940995623742
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2043,6.870212520242049
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2044,5.149414108151774
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2045,3.820839623560758
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2046,2.834962923360678
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2047,2.130571272650968
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2048,1.63534027428399
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2049,1.294459934736096
Balanced Pathway,United Kingdom,Surface transport,Emissions: direct emissions total,MtCO2e,2050,1.07020023620143
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2025,25.32140481112689
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2026,23.70253960752865
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2027,22.86315407821147
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2028,22.71972620153382
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2029,20.71093300555506
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2030,18.83093084205017
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2031,17.1060371808709
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2032,15.81193494125897
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2033,14.58405450088382
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2034,13.42138511020269
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2035,12.34112146928858
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2036,11.46842344869136
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2037,10.56205512968597
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2038,9.739956317994757
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2039,9.011995261580331
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2040,8.29193154680901
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2041,7.532100384548066
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2042,7.043958607487259
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2043,6.576414582297382
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2044,6.159504533676234
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2045,5.815978264232484
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2046,5.635193812130407
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2047,5.482445508905908
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2048,5.348066189216965
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2049,5.232523998514509
Balanced Pathway,United Kingdom,Waste,Emissions: direct emissions total,MtCO2e,2050,5.111528051034504
